Bank_Quarter,Credit_Score,Country,Gender,Age,Tenure_Years,Account_Balance,Number_Of_Products,Has_Credit_Card,Active_Status,Estimated_Salary_EUR,Churn_Status
4,664,Germany,Male,26,5,116244.14,2,credit card holder,Active Member,95145.14,Retain
4,656,France,Male,50,4,0.0,2,non credit card holder,Active Member,72143.44,Retain
4,667,Spain,Female,40,6,146502.07,1,credit card holder,Inactive Member,19162.89,Retain
4,663,Germany,Male,44,3,117028.6,2,non credit card holder,Active Member,144680.18,Retain
3,584,Germany,Female,30,5,112013.81,1,credit card holder,Inactive Member,177772.03,Exit
1,626,Spain,Female,37,7,108269.37,1,credit card holder,Inactive Member,5597.94,Retain
4,485,France,Male,29,5,182123.79,1,credit card holder,Inactive Member,116828.51,Exit
1,659,Germany,Female,32,6,150923.74,2,non credit card holder,Active Member,174652.51,Retain
4,649,France,Male,33,3,0.0,2,credit card holder,Inactive Member,2010.98,Retain
1,805,Spain,Female,39,4,165272.13,1,credit card holder,Inactive Member,14109.85,Exit
4,716,Germany,Female,39,3,115301.31,1,credit card holder,Inactive Member,43527.4,Exit
3,642,Germany,Female,40,7,129502.49,2,non credit card holder,Active Member,86099.23,Exit
1,659,France,Male,31,6,118342.26,1,non credit card holder,Inactive Member,161574.19,Retain
4,545,Spain,Female,47,4,0.0,2,credit card holder,Active Member,38970.14,Retain
4,543,France,Male,22,6,0.0,2,non credit card holder,Inactive Member,127587.22,Retain
2,718,France,Female,25,6,0.0,2,credit card holder,Inactive Member,30380.12,Retain
3,840,France,Female,43,6,0.0,2,credit card holder,Inactive Member,90908.95,Retain
2,630,Germany,Female,34,7,106937.05,2,credit card holder,Inactive Member,138275.01,Retain
2,643,Germany,Male,59,7,170331.37,1,credit card holder,Active Member,32171.79,Retain
2,654,Germany,Female,32,4,114510.85,1,credit card holder,Active Member,126143.23,Retain
2,582,France,Male,39,7,0.0,2,credit card holder,Active Member,129892.93,Retain
4,659,Spain,Male,32,5,107594.11,2,credit card holder,Active Member,102416.84,Retain
1,762,Spain,Male,39,7,81273.13,1,credit card holder,Active Member,18719.67,Retain
3,568,Spain,Female,32,7,169399.6,1,credit card holder,Inactive Member,61936.22,Retain
4,670,Spain,Male,25,3,0.0,2,credit card holder,Active Member,78358.94,Retain
3,613,France,Female,45,7,187841.99,2,credit card holder,Active Member,147224.27,Retain
2,539,France,Male,30,5,0.0,2,credit card holder,Inactive Member,160979.66,Retain
4,850,Spain,Female,57,3,126776.3,2,credit card holder,Active Member,132298.49,Retain
4,522,Spain,Male,34,4,126436.29,1,credit card holder,Inactive Member,174248.52,Exit
4,737,France,Male,41,5,101960.74,1,credit card holder,Active Member,123547.28,Retain
3,520,France,Male,58,4,0.0,2,non credit card holder,Active Member,32790.02,Retain
1,706,Spain,Male,28,7,0.0,2,non credit card holder,Active Member,181543.67,Retain
2,643,Germany,Female,45,6,150842.93,1,non credit card holder,Active Member,2319.96,Exit
3,648,France,Female,50,4,102535.57,1,credit card holder,Active Member,189543.19,Retain
1,443,Germany,Female,29,6,99027.61,2,credit card holder,Inactive Member,10940.4,Retain
2,640,France,Male,68,7,0.0,2,credit card holder,Active Member,199493.38,Retain
3,628,Spain,Female,33,3,0.0,1,credit card holder,Active Member,188193.25,Retain
1,540,Germany,Female,42,6,87271.41,2,credit card holder,Inactive Member,172572.64,Retain
4,460,Germany,Female,35,3,102742.91,2,credit card holder,Active Member,189339.6,Retain
3,636,Germany,Male,34,5,40105.51,2,non credit card holder,Active Member,53512.16,Retain
4,593,France,Female,29,3,152265.43,1,credit card holder,Inactive Member,34004.44,Retain
3,801,Spain,Male,42,4,141947.67,1,credit card holder,Active Member,10598.29,Retain
4,640,Germany,Female,75,3,106307.91,2,non credit card holder,Active Member,113428.77,Retain
3,611,Germany,Male,31,5,107884.81,2,credit card holder,Active Member,183487.98,Retain
1,802,Germany,Male,31,7,125013.72,1,credit card holder,Active Member,187658.09,Retain
3,717,Germany,Male,35,4,58469.37,2,credit card holder,Active Member,172459.39,Retain
3,769,France,Female,39,7,0.0,1,non credit card holder,Active Member,21016.0,Retain
3,745,Germany,Male,45,5,117231.63,3,credit card holder,Active Member,122381.02,Exit
1,572,Spain,Male,35,5,152390.26,1,credit card holder,Inactive Member,128123.66,Retain
4,629,Spain,Female,30,4,34013.63,1,credit card holder,Inactive Member,19570.63,Retain
1,687,Spain,Female,39,4,0.0,3,non credit card holder,Inactive Member,188150.6,Exit
1,483,France,Female,50,7,0.0,2,credit card holder,Active Member,111020.24,Retain
2,690,France,Male,36,6,101583.11,2,credit card holder,Inactive Member,123775.15,Retain
2,492,Germany,Female,30,4,77168.87,2,non credit card holder,Active Member,146700.22,Retain
2,709,Germany,Male,28,5,124695.72,2,credit card holder,Inactive Member,145251.35,Retain
1,705,Germany,Male,44,6,105934.96,1,credit card holder,Inactive Member,82463.69,Retain
3,560,France,Female,66,4,0.0,1,credit card holder,Active Member,15928.49,Retain
4,611,Spain,Male,46,6,0.0,2,credit card holder,Inactive Member,45886.33,Retain
2,730,Spain,Male,62,6,0.0,2,credit card holder,Active Member,186489.95,Retain
4,709,Spain,Female,45,4,0.0,2,non credit card holder,Active Member,162922.65,Retain
4,544,France,Female,21,4,161525.96,2,credit card holder,Inactive Member,9262.77,Retain
4,712,Germany,Female,29,3,147199.07,1,credit card holder,Active Member,84932.4,Retain
2,752,Germany,Male,38,5,183102.29,1,credit card holder,Active Member,71557.12,Retain
3,648,Spain,Male,46,5,127209.0,2,credit card holder,Inactive Member,77405.95,Exit
4,556,Spain,Male,38,4,0.0,2,non credit card holder,Inactive Member,417.41,Exit
2,594,Spain,Female,24,7,97378.54,1,credit card holder,Active Member,71405.17,Retain
4,645,Germany,Female,37,6,136925.09,2,non credit card holder,Active Member,153400.24,Retain
4,557,France,Male,33,4,54503.55,1,credit card holder,Active Member,371.05,Retain
4,547,Germany,Male,32,5,155726.85,1,credit card holder,Inactive Member,67789.99,Retain
4,701,France,Female,39,6,0.0,2,non credit card holder,Active Member,145894.9,Retain
4,616,France,Female,66,4,135842.41,1,credit card holder,Inactive Member,183840.51,Exit
3,605,France,Male,52,6,63349.75,1,credit card holder,Inactive Member,108887.44,Retain
3,593,Germany,Female,38,6,129499.42,1,credit card holder,Active Member,154071.27,Retain
2,751,Spain,Male,52,4,0.0,2,non credit card holder,Active Member,179291.85,Retain
4,443,Spain,Male,36,4,70438.01,2,non credit card holder,Active Member,56937.43,Retain
4,685,France,Male,23,4,0.0,2,credit card holder,Active Member,112239.03,Retain
3,718,France,Male,36,7,0.0,1,credit card holder,Inactive Member,45909.87,Retain
3,538,Spain,Female,49,5,141434.04,1,non credit card holder,Inactive Member,173779.25,Exit
3,611,Spain,Female,37,6,0.0,2,credit card holder,Inactive Member,125696.26,Retain
3,668,Germany,Male,37,7,152958.29,2,credit card holder,Active Member,159585.61,Retain
4,537,Germany,Female,41,3,138306.34,1,credit card holder,Inactive Member,106761.47,Retain
2,709,Spain,Male,23,5,0.0,2,non credit card holder,Inactive Member,129590.18,Retain
3,850,France,Male,38,6,0.0,2,credit card holder,Active Member,80006.65,Retain
1,745,Spain,Female,31,6,124328.84,1,credit card holder,Active Member,140451.52,Retain
1,693,Germany,Female,41,6,181461.48,3,credit card holder,Active Member,187929.43,Exit
4,795,Spain,Male,35,4,0.0,2,credit card holder,Inactive Member,167155.36,Retain
3,626,Spain,Male,26,4,0.0,2,non credit card holder,Inactive Member,191420.71,Retain
4,487,Germany,Female,61,4,110368.03,1,non credit card holder,Inactive Member,11384.45,Exit
4,556,France,Female,39,6,89588.35,1,credit card holder,Active Member,94898.1,Retain
4,643,France,Female,46,6,0.0,2,non credit card holder,Inactive Member,106781.59,Retain
3,605,France,Female,28,4,0.0,2,non credit card holder,Inactive Member,159508.52,Retain
4,756,Germany,Female,60,3,115924.89,1,credit card holder,Inactive Member,93524.19,Exit
2,586,France,Female,38,7,0.0,2,credit card holder,Inactive Member,87168.46,Retain
1,535,Germany,Male,40,7,111756.5,1,credit card holder,Inactive Member,8128.32,Exit
3,678,France,Female,35,3,0.0,1,credit card holder,Inactive Member,125518.32,Retain
1,596,France,Male,39,7,0.0,1,credit card holder,Inactive Member,48963.59,Retain
3,648,France,Male,26,5,162923.85,1,credit card holder,Inactive Member,98368.24,Retain
3,492,Germany,Male,39,6,124576.65,2,credit card holder,Inactive Member,148584.61,Retain
4,702,France,Male,45,4,80793.58,1,credit card holder,Active Member,27474.81,Retain
4,486,Germany,Female,40,5,71340.09,1,credit card holder,Inactive Member,76192.21,Retain
4,568,Germany,Male,40,6,99282.63,1,non credit card holder,Inactive Member,134600.94,Exit
2,619,Germany,Male,57,7,137946.39,1,credit card holder,Active Member,72467.99,Exit
1,724,Germany,Male,41,4,127892.57,2,non credit card holder,Active Member,199645.45,Retain
2,548,Germany,Female,33,5,101084.36,1,credit card holder,Inactive Member,42749.85,Retain
4,545,Germany,Female,37,3,114754.08,1,credit card holder,Inactive Member,136050.44,Exit
2,683,France,Male,33,4,0.0,1,non credit card holder,Inactive Member,73564.44,Retain
3,762,France,Female,51,5,99286.98,1,non credit card holder,Active Member,85578.63,Retain
2,627,Germany,Female,30,4,79871.02,2,credit card holder,Inactive Member,129826.89,Retain
4,516,France,Male,35,4,104088.59,2,non credit card holder,Inactive Member,119666.0,Retain
3,800,France,Female,38,5,168190.33,2,credit card holder,Inactive Member,68052.08,Retain
4,464,Germany,Female,42,3,85679.25,1,credit card holder,Active Member,164104.74,Retain
3,626,France,Female,35,5,0.0,1,non credit card holder,Inactive Member,80190.36,Retain
4,790,France,Female,31,5,0.0,2,credit card holder,Inactive Member,84126.75,Retain
2,534,France,Female,34,6,121551.58,2,credit card holder,Active Member,70179.0,Retain
3,745,France,Male,46,5,122220.19,1,credit card holder,Active Member,118024.1,Retain
4,553,Spain,Male,47,5,116528.15,1,non credit card holder,Inactive Member,145704.19,Exit
4,748,France,Female,26,4,77780.29,1,non credit card holder,Active Member,183049.41,Retain
4,722,France,Male,37,6,0.0,1,non credit card holder,Inactive Member,120906.83,Retain
3,501,France,Male,40,5,125832.2,1,credit card holder,Active Member,100433.83,Retain
4,675,France,Female,38,5,68065.8,1,non credit card holder,Inactive Member,138777.0,Exit
3,778,Spain,Female,47,7,127299.34,2,credit card holder,Inactive Member,124694.99,Retain
2,494,Germany,Female,38,4,174937.64,1,credit card holder,Inactive Member,40084.32,Retain
2,850,France,Male,40,6,0.0,2,non credit card holder,Active Member,119232.33,Retain
1,592,Spain,Male,31,6,110071.1,1,non credit card holder,Inactive Member,43921.36,Retain
4,590,Spain,Female,44,4,139432.37,1,credit card holder,Inactive Member,62222.81,Retain
4,758,France,Female,39,6,127357.76,1,non credit card holder,Active Member,56577.0,Retain
1,506,France,Male,36,5,0.0,2,credit card holder,Inactive Member,164253.35,Retain
3,733,France,Male,33,5,0.0,1,credit card holder,Active Member,7666.73,Retain
2,711,France,Male,38,5,0.0,2,credit card holder,Inactive Member,68487.51,Retain
3,514,Germany,Male,43,7,95556.31,1,non credit card holder,Active Member,199273.98,Exit
4,637,Spain,Male,37,3,0.0,1,credit card holder,Active Member,186062.36,Retain
2,468,Germany,Male,29,5,111681.98,2,credit card holder,Active Member,195711.16,Retain
3,539,France,Male,39,6,0.0,2,credit card holder,Inactive Member,36692.17,Retain
4,509,Spain,Female,25,3,108738.71,2,credit card holder,Inactive Member,106920.57,Retain
4,662,France,Female,32,3,133950.37,1,credit card holder,Active Member,48725.68,Exit
4,818,Spain,Male,26,4,0.0,2,credit card holder,Active Member,167036.94,Retain
3,608,France,Male,33,4,89968.69,1,credit card holder,Inactive Member,68777.26,Retain
3,850,Spain,Female,32,4,0.0,2,credit card holder,Active Member,18924.92,Retain
4,816,Germany,Female,38,3,130878.75,3,credit card holder,Inactive Member,71905.77,Exit
4,536,France,Male,35,5,0.0,2,credit card holder,Inactive Member,64833.28,Retain
3,753,France,Male,35,5,0.0,2,credit card holder,Active Member,184843.77,Retain
4,631,Spain,Male,27,5,134169.62,1,credit card holder,Active Member,176730.02,Retain
3,703,France,Male,37,6,149762.08,1,credit card holder,Inactive Member,20629.4,Exit
4,774,France,Male,26,6,93844.69,1,credit card holder,Inactive Member,28415.36,Retain
1,785,France,Male,28,6,0.0,2,credit card holder,Inactive Member,77231.27,Retain
2,571,France,Female,33,7,0.0,2,credit card holder,Inactive Member,102750.7,Retain
3,621,Germany,Male,46,6,141078.37,1,non credit card holder,Inactive Member,34580.8,Exit
2,605,Germany,Female,31,6,117992.59,1,credit card holder,Active Member,183598.77,Retain
3,611,France,Female,40,7,100812.33,2,credit card holder,Inactive Member,147358.27,Retain
3,569,France,Male,38,6,0.0,1,credit card holder,Active Member,108469.2,Retain
2,658,France,Male,29,5,80262.6,1,credit card holder,Active Member,20612.82,Retain
4,788,Spain,Male,34,3,156478.62,1,non credit card holder,Active Member,181196.76,Retain
4,525,France,Female,23,3,0.0,2,credit card holder,Inactive Member,160249.1,Retain
4,798,France,Male,37,6,0.0,3,non credit card holder,Inactive Member,110783.28,Retain
4,486,Germany,Male,37,3,115217.99,2,credit card holder,Inactive Member,144995.33,Retain
3,615,Spain,Male,61,7,0.0,2,credit card holder,Inactive Member,150227.85,Exit
4,730,France,Female,35,3,155470.55,1,credit card holder,Active Member,53718.28,Retain
4,641,France,Male,37,3,0.0,2,credit card holder,Inactive Member,75248.3,Retain
2,542,France,Male,39,6,135096.77,1,credit card holder,Active Member,14353.43,Exit
1,692,France,Male,30,5,0.0,2,non credit card holder,Active Member,130486.57,Retain
4,714,Germany,Female,55,4,180075.22,1,credit card holder,Active Member,100127.71,Retain
3,591,Spain,Male,29,7,97541.24,1,credit card holder,Active Member,196356.17,Retain
3,710,France,Female,41,5,156067.05,1,credit card holder,Active Member,9983.88,Retain
1,639,France,Female,38,4,81550.94,2,non credit card holder,Active Member,118974.77,Retain
1,531,France,Female,47,6,0.0,1,non credit card holder,Inactive Member,194998.34,Exit
4,673,France,Female,38,4,170061.92,2,non credit card holder,Inactive Member,134901.34,Exit
3,765,Germany,Male,36,6,92310.54,2,credit card holder,Active Member,72924.56,Retain
1,622,France,Female,32,4,169089.38,2,credit card holder,Inactive Member,101057.95,Retain
4,806,France,Male,40,3,80613.93,1,credit card holder,Active Member,142838.64,Retain
1,757,Germany,Male,26,5,121581.56,2,credit card holder,Active Member,127059.04,Retain
4,570,France,Female,58,5,0.0,1,non credit card holder,Active Member,116503.92,Exit
4,555,Spain,Male,32,4,0.0,2,credit card holder,Active Member,54405.79,Retain
4,692,France,Male,54,4,0.0,2,credit card holder,Active Member,88721.84,Retain
2,774,France,Male,60,6,85891.55,1,credit card holder,Inactive Member,74135.48,Exit
4,638,Spain,Male,44,6,77637.35,2,credit card holder,Active Member,111346.22,Retain
2,543,Spain,Female,41,6,0.0,1,non credit card holder,Inactive Member,194902.16,Retain
3,584,France,Male,31,5,0.0,2,credit card holder,Inactive Member,31474.27,Retain
4,691,Germany,Male,30,6,116927.89,1,credit card holder,Inactive Member,21198.39,Retain
4,684,Germany,Female,40,4,137326.65,1,credit card holder,Inactive Member,186976.6,Retain
3,733,France,Male,22,4,0.0,2,credit card holder,Active Member,117202.19,Retain
4,599,Spain,Female,37,3,0.0,2,credit card holder,Active Member,143739.29,Retain
2,524,Germany,Female,31,5,67238.98,2,credit card holder,Active Member,161811.23,Retain
1,632,Germany,Female,38,4,86569.76,2,credit card holder,Inactive Member,98090.91,Retain
2,735,Spain,Male,34,4,0.0,2,non credit card holder,Inactive Member,71095.41,Retain
3,734,France,Male,34,3,133598.4,1,credit card holder,Active Member,13107.24,Retain
4,605,France,Female,51,3,136188.78,1,credit card holder,Active Member,67110.59,Exit
3,793,Spain,Male,38,6,0.0,2,credit card holder,Inactive Member,88225.02,Retain
2,468,France,Female,56,4,0.0,3,non credit card holder,Active Member,62256.87,Exit
1,779,Germany,Male,37,6,120092.52,2,credit card holder,Inactive Member,135925.72,Retain
4,698,France,Male,48,4,101238.24,2,non credit card holder,Active Member,177815.87,Exit
2,707,France,Male,58,4,89685.92,1,non credit card holder,Active Member,126471.13,Retain
3,850,France,Female,35,6,211774.31,1,credit card holder,Inactive Member,188574.12,Exit
1,850,France,Male,56,4,131317.48,1,credit card holder,Active Member,119175.45,Retain
3,527,Spain,Male,37,6,93722.73,2,credit card holder,Active Member,139093.73,Retain
3,696,Germany,Male,32,7,101160.99,1,credit card holder,Active Member,115916.55,Retain
2,661,France,Male,48,7,120320.54,1,non credit card holder,Inactive Member,96463.25,Retain
4,776,France,Female,31,6,0.0,2,credit card holder,Active Member,112349.51,Retain
4,701,France,Male,43,3,0.0,2,credit card holder,Active Member,165303.79,Retain
2,610,France,Male,26,4,0.0,2,credit card holder,Inactive Member,166031.08,Retain
2,572,Germany,Female,48,7,152827.99,1,credit card holder,Inactive Member,38411.79,Exit
4,673,France,Male,30,3,64097.75,1,credit card holder,Active Member,77783.35,Retain
4,519,Spain,Female,57,3,119035.35,2,credit card holder,Active Member,29871.79,Retain
